,intVar1,intVar2,intVar3,intVar4
0,43,152,74,103
0,02-05-2022 19:16:40,158,377,422,28
0,02-05-2022 19:16:40,103,36,229,64
0,02-05-2022 19:16:40,24,438,368,185
0,02-05-2022 19:16:40,338,461,201,217
0,02-05-2022 19:16:40,486,15,124,0
0,02-05-2022 19:16:40,254,18,211,229
0,02-05-2022 19:16:40,16,474,61,311
0,02-05-2022 19:16:40,326,368,65,422
0,02-05-2022 19:16:40,488,400,360,154
0,02-05-2022 19:16:40,477,344,303,381
0,02-05-2022 19:16:40,480,289,339,419
0,02-05-2022 19:16:40,460,29,174,446
0,02-05-2022 19:16:40,87,290,261,384
0,02-05-2022 19:16:40,356,450,410,404
0,02-05-2022 19:16:40,453,350,206,478
0,02-05-2022 19:16:40,80,125,79,76
0,02-05-2022 19:16:40,173,16,284,332
0,02-05-2022 19:16:40,90,129,8,25
0,02-05-2022 19:16:40,323,79,226,117
0,02-05-2022 19:16:40,267,86,346,386
0,02-05-2022 19:16:40,263,404,102,288
0,02-05-2022 19:16:40,247,483,140,330
0,02-05-2022 19:16:40,20,375,165,24
0,02-05-2022 19:16:40,7,486,211,243
0,02-05-2022 19:16:40,292,349,10,118
0,02-05-2022 19:16:40,212,19,143,424
0,02-05-2022 19:16:40,144,273,298,167
0,02-05-2022 19:16:40,21,297,93,372
0,02-05-2022 19:16:40,200,229,410,383
0,02-05-2022 19:16:40,303,207,195,158
0,02-05-2022 19:16:40,181,305,86,478
0,02-05-2022 19:16:40,258,208,37,328
0,02-05-2022 19:16:40,429,171,492,68
0,02-05-2022 19:16:40,148,422,53,6
0,02-05-2022 19:16:40,356,237,153,12
0,02-05-2022 19:16:40,173,455,264,360
0,02-05-2022 19:16:40,122,374,343,133
0,02-05-2022 19:16:40,246,108,491,202
0,02-05-2022 19:16:40,328,169,407,227
0,02-05-2022 19:16:40,295,210,147,123
0,02-05-2022 19:16:40,97,228,486,401
0,02-05-2022 19:16:40,424,97,123,121
0,02-05-2022 19:16:40,407,413,299,254
0,02-05-2022 19:16:40,313,68,496,497
0,02-05-2022 19:16:40,454,460,103,109
0,02-05-2022 19:16:40,113,59,416,267
0,02-05-2022 19:16:40,8,344,235,31
0,02-05-2022 19:16:40,80,173,23,382
0,02-05-2022 19:16:40,306,180,36,148
0,02-05-2022 19:16:40,100,44,198,40
0,02-05-2022 19:16:40,54,359,401,296
0,02-05-2022 19:16:40,488,461,278,401
0,02-05-2022 19:16:40,499,429,487,277
0,02-05-2022 19:16:40,312,177,116,66
0,02-05-2022 19:16:40,69,58,305,115
0,02-05-2022 19:16:40,383,316,169,290
0,02-05-2022 19:16:40,203,106,121,167
0,02-05-2022 19:16:40,300,478,4,248
0,02-05-2022 19:16:40,362,89,488,458
0,02-05-2022 19:16:40,32,165,114,385
0,02-05-2022 19:16:40,375,490,477,461
0,02-05-2022 19:16:40,217,424,434,500
0,02-05-2022 19:16:40,117,372,363,25
0,02-05-2022 19:16:40,409,464,283,150
0,02-05-2022 19:16:40,207,106,104,282
0,02-05-2022 19:16:40,126,312,167,102
0,02-05-2022 19:16:40,384,391,24,68
0,02-05-2022 19:16:40,11,60,287,255
0,02-05-2022 19:16:40,363,313,122,369
0,02-05-2022 19:16:40,113,166,75,492
0,02-05-2022 19:16:40,278,51,40,52
0,02-05-2022 19:16:40,263,487,142,325
0,02-05-2022 19:16:40,107,454,152,148
0,02-05-2022 19:16:40,264,348,97,340
0,02-05-2022 19:16:40,62,111,57,446
0,02-05-2022 19:16:40,76,61,119,68
0,02-05-2022 19:16:40,53,409,51,271
0,02-05-2022 19:16:40,90,178,312,430
0,02-05-2022 19:16:40,408,447,280,219
0,02-05-2022 19:16:40,489,331,400,208
0,02-05-2022 19:16:40,468,315,386,231
0,02-05-2022 19:16:40,166,290,18,400
0,02-05-2022 19:16:40,286,181,325,42
0,02-05-2022 19:16:40,422,268,276,354
0,02-05-2022 19:16:40,9,451,185,309
0,02-05-2022 19:16:40,80,95,57,242
0,02-05-2022 19:16:40,429,103,62,12
0,02-05-2022 19:16:40,287,292,258,473
0,02-05-2022 19:16:40,97,332,272,316
0,02-05-2022 19:16:40,157,21,439,14
0,02-05-2022 19:16:40,380,270,292,135
0,02-05-2022 19:16:40,170,12,270,124
0,02-05-2022 19:16:40,300,469,164,408
0,02-05-2022 19:16:40,66,167,407,114
0,02-05-2022 19:16:40,303,49,240,40
0,02-05-2022 19:16:40,492,293,287,348
0,02-05-2022 19:16:40,447,117,393,316
0,02-05-2022 19:16:40,25,318,429,159
0,02-05-2022 19:16:40,213,161,395,23
0,02-05-2022 19:16:40,140,228,103,384
0,02-05-2022 19:16:40,202,52,460,192
0,02-05-2022 19:16:40,479,268,272,113
0,02-05-2022 19:16:40,494,91,256,117
0,02-05-2022 19:16:40,216,89,258,171
0,02-05-2022 19:16:40,456,252,455,345
0,02-05-2022 19:16:40,363,107,347,193
0,02-05-2022 19:16:40,82,254,231,150
0,02-05-2022 19:16:40,362,148,159,162
0,02-05-2022 19:16:40,238,412,350,69
0,02-05-2022 19:16:40,13,236,493,225
0,02-05-2022 19:16:40,51,325,432,326
0,02-05-2022 19:16:40,247,115,245,47
0,02-05-2022 19:16:40,177,275,449,294
0,02-05-2022 19:16:40,37,476,275,320
0,02-05-2022 19:16:40,196,318,146,337
0,02-05-2022 19:16:40,471,165,10,191
0,02-05-2022 19:16:40,472,387,427,357
0,02-05-2022 19:16:40,133,82,56,218
0,02-05-2022 19:16:40,386,413,420,298
0,02-05-2022 19:16:40,284,194,138,100
0,02-05-2022 19:16:40,93,182,425,155
0,02-05-2022 19:16:40,136,322,3,244
0,02-05-2022 19:16:40,156,66,309,13
0,02-05-2022 19:16:40,178,282,465,459
0,02-05-2022 19:16:40,188,197,136,405
0,02-05-2022 19:16:40,275,378,234,425
0,02-05-2022 19:16:40,194,225,500,471
0,02-05-2022 19:16:40,394,438,113,308
0,02-05-2022 19:16:40,164,346,119,326
0,02-05-2022 19:16:40,69,240,461,287
0,02-05-2022 19:16:40,456,56,313,21
0,02-05-2022 19:16:40,386,222,62,126
0,02-05-2022 19:16:40,115,36,272,338
0,02-05-2022 19:16:40,438,318,277,109
0,02-05-2022 19:16:40,39,12,392,24
0,02-05-2022 19:16:40,20,174,183,150
0,02-05-2022 19:16:40,73,403,138,266
0,02-05-2022 19:16:40,61,498,220,200
0,02-05-2022 19:16:40,287,139,144,131
0,02-05-2022 19:16:40,326,299,139,430
0,02-05-2022 19:16:40,273,384,427,5
0,02-05-2022 19:16:40,299,464,211,407
0,02-05-2022 19:16:40,429,301,121,69
0,02-05-2022 19:16:40,362,431,82,246
0,02-05-2022 19:16:40,314,208,328,415
0,02-05-2022 19:16:40,286,186,363,292
0,02-05-2022 19:16:40,85,244,299,466
0,02-05-2022 19:16:40,297,140,198,322
0,02-05-2022 19:16:40,424,128,378,93
0,02-05-2022 19:16:40,78,123,257,81
0,02-05-2022 19:16:40,168,355,78,375
0,02-05-2022 19:16:40,109,96,323,359
0,02-05-2022 19:16:40,153,6,460,314
0,02-05-2022 19:16:40,371,422,412,316
0,02-05-2022 19:16:40,33,261,307,341
0,02-05-2022 19:16:40,353,499,106,344
0,02-05-2022 19:16:40,326,457,264,438
0,02-05-2022 19:16:40,15,34,10,17
0,02-05-2022 19:16:40,124,107,222,432
0,02-05-2022 19:16:40,346,223,424,390
0,02-05-2022 19:16:40,460,110,95,380
0,02-05-2022 19:16:40,15,296,171,94
0,02-05-2022 19:16:40,72,304,261,295
0,02-05-2022 19:16:40,77,107,151,89
0,02-05-2022 19:16:40,408,247,45,61
0,02-05-2022 19:16:40,194,425,446,74
0,02-05-2022 19:16:40,370,188,70,398
0,02-05-2022 19:16:40,379,498,267,277
0,02-05-2022 19:16:40,361,10,42,413
0,02-05-2022 19:16:40,145,374,421,208
0,02-05-2022 19:16:40,386,23,347,392
0,02-05-2022 19:16:40,129,209,71,84
0,02-05-2022 19:16:40,456,57,416,387
0,02-05-2022 19:16:40,324,237,402,149
0,02-05-2022 19:16:40,485,147,306,443
0,02-05-2022 19:16:40,486,249,402,146
0,02-05-2022 19:16:40,410,127,51,32
0,02-05-2022 19:16:40,169,45,400,51
0,02-05-2022 19:16:40,498,469,23,261
0,02-05-2022 19:16:40,376,397,238,337
0,02-05-2022 19:16:40,328,114,178,409
0,02-05-2022 19:16:40,132,76,87,226
0,02-05-2022 19:16:40,156,148,40,366
0,02-05-2022 19:16:40,128,441,334,308
0,02-05-2022 19:16:40,243,232,121,92
0,02-05-2022 19:16:40,474,17,51,462
0,02-05-2022 19:16:40,443,286,444,98
0,02-05-2022 19:16:40,71,225,456,116
0,02-05-2022 19:16:40,458,18,74,415
0,02-05-2022 19:16:40,356,4,289,46
0,02-05-2022 19:16:40,248,449,400,389
0,02-05-2022 19:16:40,177,190,345,9
0,02-05-2022 19:16:40,125,460,200,493
0,02-05-2022 19:16:40,335,473,273,410
0,02-05-2022 19:16:40,249,233,160,481
0,02-05-2022 19:16:40,274,469,142,454
0,02-05-2022 19:16:40,443,189,70,168
0,02-05-2022 19:16:40,141,357,253,219
0,02-05-2022 19:16:40,178,127,222,243
0,02-05-2022 19:16:40,254,281,285,442
0,02-05-2022 19:16:40,266,174,398,290
0,02-05-2022 19:16:40,254,174,442,468
0,02-05-2022 19:16:40,500,44,23,283
0,02-05-2022 19:16:40,367,68,214,18
0,02-05-2022 19:16:40,394,105,445,469
0,02-05-2022 19:16:40,33,114,285,94
0,02-05-2022 19:16:40,42,454,39,329
0,02-05-2022 19:16:40,201,380,182,48
0,02-05-2022 19:16:40,363,391,187,375
0,02-05-2022 19:16:40,109,185,182,286
0,02-05-2022 19:16:40,78,355,64,334
0,02-05-2022 19:16:40,94,96,29,132
0,02-05-2022 19:16:40,108,19,423,16
0,02-05-2022 19:16:40,14,435,350,102
0,02-05-2022 19:16:40,454,409,90,36
0,02-05-2022 19:16:40,491,449,454,76
0,02-05-2022 19:16:40,423,290,234,217
0,02-05-2022 19:16:40,114,387,215,348
0,02-05-2022 19:16:40,0,240,186,51
0,02-05-2022 19:16:40,325,22,462,115
0,02-05-2022 19:16:40,94,62,428,335
0,02-05-2022 19:16:40,322,281,289,357
0,02-05-2022 19:16:40,231,120,190,395
0,02-05-2022 19:16:40,228,85,227,149
0,02-05-2022 19:16:40,30,49,121,255
0,02-05-2022 19:16:40,248,123,199,417
0,02-05-2022 19:16:40,114,418,41,234
0,02-05-2022 19:16:40,214,436,72,79
0,02-05-2022 19:16:40,13,385,362,129
0,02-05-2022 19:16:40,205,339,236,350
0,02-05-2022 19:16:40,469,48,200,127
0,02-05-2022 19:16:40,399,6,440,423
0,02-05-2022 19:16:40,418,5,200,268
0,02-05-2022 19:16:40,175,129,152,38
0,02-05-2022 19:16:40,202,433,176,155
0,02-05-2022 19:16:40,40,88,205,410
0,02-05-2022 19:16:40,103,293,374,207
0,02-05-2022 19:16:40,310,122,388,30
0,02-05-2022 19:16:40,197,300,220,222
0,02-05-2022 19:16:40,447,149,166,15
0,02-05-2022 19:16:40,27,225,56,348
0,02-05-2022 19:16:40,161,240,161,467
0,02-05-2022 19:16:40,396,379,150,104
0,02-05-2022 19:16:40,410,456,474,131
0,02-05-2022 19:16:40,226,375,209,365
0,02-05-2022 19:16:40,58,326,10,174
0,02-05-2022 19:16:40,214,144,282,483
0,02-05-2022 19:16:40,197,436,36,96
0,02-05-2022 19:16:40,473,412,47,255
0,02-05-2022 19:16:40,308,220,195,260
0,02-05-2022 19:16:40,222,156,275,400
0,02-05-2022 19:16:40,20,208,48,181
0,02-05-2022 19:16:40,407,271,399,102
0,02-05-2022 19:16:40,380,59,97,428
0,02-05-2022 19:16:40,27,419,132,44
0,02-05-2022 19:16:40,135,230,349,276
0,02-05-2022 19:16:40,164,326,12,446
0,02-05-2022 19:16:40,160,174,274,376
0,02-05-2022 19:16:40,353,366,211,400
0,02-05-2022 19:16:40,55,220,364,363
0,02-05-2022 19:16:40,461,80,39,100
0,02-05-2022 19:16:40,181,485,48,414
0,02-05-2022 19:16:40,54,82,292,279
0,02-05-2022 19:16:40,439,293,129,232
0,02-05-2022 19:16:40,141,394,84,93
0,02-05-2022 19:16:40,222,136,27,198
0,02-05-2022 19:16:40,330,367,383,42
0,02-05-2022 19:16:40,489,335,106,181
0,02-05-2022 19:16:40,322,234,475,388
0,02-05-2022 19:16:40,243,109,251,108
0,02-05-2022 19:16:40,407,322,209,365
0,02-05-2022 19:16:40,307,52,425,199
0,02-05-2022 19:16:40,83,382,48,167
0,02-05-2022 19:16:40,328,266,411,103
0,02-05-2022 19:16:40,393,185,82,110
0,02-05-2022 19:16:40,81,384,317,391
0,02-05-2022 19:16:40,387,235,173,238
0,02-05-2022 19:16:40,219,333,213,179
0,02-05-2022 19:16:40,403,431,278,396
0,02-05-2022 19:16:40,269,67,134,166
0,02-05-2022 19:16:40,203,152,35,348
0,02-05-2022 19:16:40,119,25,78,133
0,02-05-2022 19:16:40,45,128,295,237
0,02-05-2022 19:16:40,498,122,450,195
0,02-05-2022 19:16:40,196,243,220,191
0,02-05-2022 19:16:40,128,163,195,331
0,02-05-2022 19:16:40,1,215,256,277
0,02-05-2022 19:16:40,268,380,446,307
0,02-05-2022 19:16:40,102,180,77,259
0,02-05-2022 19:16:40,230,342,332,156
0,02-05-2022 19:16:40,305,182,34,187
0,02-05-2022 19:16:40,346,170,187,80
0,02-05-2022 19:16:40,131,310,213,396
0,02-05-2022 19:16:40,79,358,106,241
0,02-05-2022 19:16:40,120,92,116,474
0,02-05-2022 19:16:40,345,167,413,305
0,02-05-2022 19:16:40,478,176,454,208
0,02-05-2022 19:16:40,221,402,369,94
0,02-05-2022 19:16:40,261,87,352,174
0,02-05-2022 19:16:40,159,352,298,220
0,02-05-2022 19:16:40,362,491,413,210
0,02-05-2022 19:16:40,12,432,447,371
0,02-05-2022 19:16:40,208,452,294,106
0,02-05-2022 19:16:40,10,443,405,179
0,02-05-2022 19:16:40,40,381,99,383
0,02-05-2022 19:16:40,395,310,179,59
0,02-05-2022 19:16:40,297,368,325,484
0,02-05-2022 19:16:40,429,306,15,155
0,02-05-2022 19:16:40,140,183,478,450
0,02-05-2022 19:16:40,382,181,150,453
0,02-05-2022 19:16:40,32,228,369,447
0,02-05-2022 19:16:40,378,21,64,250
0,02-05-2022 19:16:40,342,46,391,194
0,02-05-2022 19:16:40,479,330,146,396
0,02-05-2022 19:16:40,487,236,301,103
0,02-05-2022 19:16:40,368,264,53,427
0,02-05-2022 19:16:40,32,7,372,234
0,02-05-2022 19:16:40,139,259,158,217
0,02-05-2022 19:16:40,98,93,235,494
0,02-05-2022 19:16:40,383,177,265,382
0,02-05-2022 19:16:40,354,30,319,47
0,02-05-2022 19:16:40,74,124,419,218
0,02-05-2022 19:16:40,195,312,497,350
0,02-05-2022 19:16:40,38,158,121,176
0,02-05-2022 19:16:40,158,127,8,223
0,02-05-2022 19:16:40,161,338,192,26
0,02-05-2022 19:16:40,406,37,226,301
0,02-05-2022 19:16:40,293,197,212,126
0,02-05-2022 19:16:40,26,185,483,198
0,02-05-2022 19:16:40,230,104,10,292
0,02-05-2022 19:16:40,88,476,141,453
0,02-05-2022 19:16:40,309,494,341,417
0,02-05-2022 19:16:40,9,24,436,21
0,02-05-2022 19:16:40,455,43,279,87
0,02-05-2022 19:16:40,144,439,381,311
0,02-05-2022 19:16:40,493,9,14,140
0,02-05-2022 19:16:40,439,69,281,15
0,02-05-2022 19:16:40,36,460,434,162
0,02-05-2022 19:16:40,26,157,320,190
0,02-05-2022 19:16:40,369,105,456,331
0,02-05-2022 19:16:40,180,350,268,264
0,02-05-2022 19:16:40,218,275,258,213
0,02-05-2022 19:16:40,187,351,40,318
0,02-05-2022 19:16:40,115,245,123,157
0,02-05-2022 19:16:40,422,237,25,107
0,02-05-2022 19:16:40,58,343,459,458
0,02-05-2022 19:16:40,143,94,201,128
0,02-05-2022 19:16:40,74,120,466,474
0,02-05-2022 19:16:40,500,457,97,493
0,02-05-2022 19:16:40,269,13,313,105
0,02-05-2022 19:16:40,451,437,16,401
0,02-05-2022 19:16:40,251,354,484,388
0,02-05-2022 19:16:40,467,227,369,117
0,02-05-2022 19:16:40,12,409,475,193
0,02-05-2022 19:16:40,257,233,35,63
0,02-05-2022 19:16:40,331,126,393,425
0,02-05-2022 19:16:40,98,171,39,425
0,02-05-2022 19:16:40,479,399,153,401
0,02-05-2022 19:16:40,195,394,209,392
0,02-05-2022 19:16:40,139,268,444,71
0,02-05-2022 19:16:40,378,427,459,16
0,02-05-2022 19:16:40,217,270,65,378
0,02-05-2022 19:16:40,245,225,425,27
0,02-05-2022 19:16:40,323,227,135,53
0,02-05-2022 19:16:40,378,405,479,165
0,02-05-2022 19:16:40,200,448,433,446
0,02-05-2022 19:16:40,117,195,482,409
0,02-05-2022 19:16:40,17,401,435,164
0,02-05-2022 19:16:40,339,307,20,143
0,02-05-2022 19:16:40,120,333,200,201
0,02-05-2022 19:16:40,406,181,391,119
0,02-05-2022 19:16:40,302,385,230,221
0,02-05-2022 19:16:40,405,11,317,187
0,02-05-2022 19:16:40,484,236,147,436
0,02-05-2022 19:16:40,263,318,356,106
0,02-05-2022 19:16:40,409,365,185,66
0,02-05-2022 19:16:40,130,315,149,123
0,02-05-2022 19:16:40,275,239,84,308
0,02-05-2022 19:16:40,164,413,233,119
0,02-05-2022 19:16:40,156,436,166,37
0,02-05-2022 19:16:40,69,462,266,342
0,02-05-2022 19:16:40,135,344,227,483
0,02-05-2022 19:16:40,321,321,243,168
0,02-05-2022 19:16:40,500,113,358,335
0,02-05-2022 19:16:40,470,362,286,266
0,02-05-2022 19:16:40,448,279,348,93
0,02-05-2022 19:16:40,469,57,288,11
0,02-05-2022 19:16:40,29,473,0,48
0,02-05-2022 19:16:40,191,172,64,82
0,02-05-2022 19:16:40,117,77,249,456
0,02-05-2022 19:16:40,5,315,320,137
0,02-05-2022 19:16:40,203,159,29,117
0,02-05-2022 19:16:40,293,178,451,423
0,02-05-2022 19:16:40,80,92,311,259
0,02-05-2022 19:16:40,176,61,458,455
0,02-05-2022 19:16:40,330,8,41,423
0,02-05-2022 19:16:40,137,472,1,213
0,02-05-2022 19:16:40,270,330,362,42
0,02-05-2022 19:16:40,233,405,16,133
0,02-05-2022 19:16:40,116,380,447,376
0,02-05-2022 19:16:40,179,159,140,438
0,02-05-2022 19:16:40,10,106,74,198
0,02-05-2022 19:16:40,301,77,35,43
0,02-05-2022 19:16:40,500,320,109,415
0,02-05-2022 19:16:40,334,97,302,421
0,02-05-2022 19:16:40,497,117,20,250
0,02-05-2022 19:16:40,47,68,99,293
0,02-05-2022 19:16:40,458,341,30,193
0,02-05-2022 19:16:40,257,135,253,181
0,02-05-2022 19:16:40,377,275,59,205
0,02-05-2022 19:16:40,281,43,170,217
0,02-05-2022 19:16:40,94,98,24,335
0,02-05-2022 19:16:40,163,24,173,310
0,02-05-2022 19:16:40,93,181,155,419
0,02-05-2022 19:16:40,199,499,16,32
0,02-05-2022 19:16:40,275,395,286,146
0,02-05-2022 19:16:40,18,374,79,87
0,02-05-2022 19:16:40,417,423,416,384
0,02-05-2022 19:16:40,432,443,163,213
0,02-05-2022 19:16:40,369,240,159,435
0,02-05-2022 19:16:40,215,302,211,14
0,02-05-2022 19:16:40,209,369,136,425
0,02-05-2022 19:16:40,493,349,17,36
0,02-05-2022 19:16:40,193,421,97,384
0,02-05-2022 19:16:40,258,365,139,464
0,02-05-2022 19:16:40,380,439,29,380
0,02-05-2022 19:16:40,487,215,167,317
0,02-05-2022 19:16:40,411,275,317,220
0,02-05-2022 19:16:40,278,119,315,8
0,02-05-2022 19:16:40,302,408,6,98
0,02-05-2022 19:16:40,292,166,147,467
0,02-05-2022 19:16:40,61,36,256,386
0,02-05-2022 19:16:40,336,200,69,319
0,02-05-2022 19:16:40,382,59,471,11
0,02-05-2022 19:16:40,86,114,73,485
0,02-05-2022 19:16:40,86,223,44,483
0,02-05-2022 19:16:40,28,42,45,457
0,02-05-2022 19:16:40,322,148,54,184
0,02-05-2022 19:16:40,299,220,95,239
0,02-05-2022 19:16:40,72,34,381,321
0,02-05-2022 19:16:40,408,196,48,126
0,02-05-2022 19:16:40,391,193,83,273
0,02-05-2022 19:16:40,154,90,322,39
0,02-05-2022 19:16:40,411,76,190,151
0,02-05-2022 19:16:40,73,19,315,402
0,02-05-2022 19:16:40,45,127,271,299
0,02-05-2022 19:16:40,301,197,223,249
0,02-05-2022 19:16:40,498,31,138,16
0,02-05-2022 19:16:40,393,303,65,212
0,02-05-2022 19:16:40,167,238,452,51
0,02-05-2022 19:16:40,159,417,485,60
0,02-05-2022 19:16:40,22,107,415,15
0,02-05-2022 19:16:40,282,479,121,6
0,02-05-2022 19:16:40,136,145,345,485
0,02-05-2022 19:16:40,378,178,327,440
0,02-05-2022 19:16:40,77,439,473,94
0,02-05-2022 19:16:40,214,289,454,147
0,02-05-2022 19:16:40,435,454,145,458
0,02-05-2022 19:16:40,251,422,376,168
0,02-05-2022 19:16:40,132,359,262,287
0,02-05-2022 19:16:40,246,130,194,29
0,02-05-2022 19:16:40,160,3,265,81
0,02-05-2022 19:16:40,144,360,237,275
0,02-05-2022 19:16:40,295,260,269,82
0,02-05-2022 19:16:40,436,422,195,393
0,02-05-2022 19:16:40,187,91,367,287
0,02-05-2022 19:16:40,289,62,291,8
0,02-05-2022 19:16:40,118,46,91,237
0,02-05-2022 19:16:40,81,311,37,248
0,02-05-2022 19:16:40,498,109,28,50
0,02-05-2022 19:16:40,272,161,414,490
0,02-05-2022 19:16:40,269,473,406,369
0,02-05-2022 19:16:40,441,418,287,349
0,02-05-2022 19:16:40,286,333,85,338
0,02-05-2022 19:16:40,185,476,342,212
0,02-05-2022 19:16:40,313,201,248,75
0,02-05-2022 19:16:40,467,113,261,128
0,02-05-2022 19:16:40,383,67,292,9
0,02-05-2022 19:16:40,427,184,208,453
0,02-05-2022 19:16:40,264,147,324,120
0,02-05-2022 19:16:40,458,472,137,265
0,02-05-2022 19:16:40,280,4,352,10
0,02-05-2022 19:16:40,343,56,419,277
0,02-05-2022 19:16:40,152,271,150,390
0,02-05-2022 19:16:40,331,343,288,366
0,02-05-2022 19:16:40,80,445,36,249
0,02-05-2022 19:16:40,106,75,18,58
0,02-05-2022 19:16:40,458,315,119,310
0,02-05-2022 19:16:40,112,206,379,197
0,02-05-2022 19:16:40,447,487,161,163
0,02-05-2022 19:16:40,91,16,31,213
0,02-05-2022 19:16:40,135,106,215,132
0,02-05-2022 19:16:40,178,141,46,448
0,02-05-2022 19:16:40,0,343,424,189
0,02-05-2022 19:16:40,51,429,1,330
0,02-05-2022 19:16:40,431,485,114,138
0,02-05-2022 19:16:40,87,336,368,231
0,02-05-2022 19:16:40,113,465,125,191
0,02-05-2022 19:16:40,337,155,222,421
0,02-05-2022 19:16:40,363,467,239,207
0,02-05-2022 19:16:40,426,491,456,106
0,02-05-2022 19:16:40,116,428,104,271
0,02-05-2022 19:16:40,95,377,133,295
0,02-05-2022 19:16:40,70,391,203,223
0,02-05-2022 19:16:40,417,263,249,434
0,02-05-2022 19:16:40,284,439,145,231
0,02-05-2022 19:16:40,405,474,78,80
0,02-05-2022 19:16:40,15,337,74,233
0,02-05-2022 19:16:40,67,161,266,202
0,02-05-2022 19:16:40,468,194,234,252
0,02-05-2022 19:16:40,188,107,80,489
0,02-05-2022 19:16:40,413,316,18,358
0,02-05-2022 19:16:40,368,484,180,292
0,02-05-2022 19:16:40,425,155,425,135
0,02-05-2022 19:16:40,45,249,172,126
0,02-05-2022 19:16:40,202,290,306,82
0,02-05-2022 19:16:40,198,133,243,139
0,02-05-2022 19:16:40,140,64,286,311
0,02-05-2022 19:16:40,40,43,343,57
0,02-05-2022 19:16:40,31,44,452,238
0,02-05-2022 19:16:40,451,38,429,319
0,02-05-2022 19:16:40,21,284,207,357
0,02-05-2022 19:16:40,153,366,223,352
0,02-05-2022 19:16:40,381,346,361,452
0,02-05-2022 19:16:40,171,435,476,459
0,02-05-2022 19:16:40,284,166,412,314
0,02-05-2022 19:16:40,439,113,41,478
0,02-05-2022 19:16:40,225,433,281,406
0,02-05-2022 19:16:40,164,231,336,381
0,02-05-2022 19:16:40,3,43,31,53
0,02-05-2022 19:16:40,193,96,156,236
0,02-05-2022 19:16:40,432,376,132,215
0,02-05-2022 19:16:40,338,51,361,210
0,02-05-2022 19:16:40,85,107,224,297
0,02-05-2022 19:16:40,357,172,431,155
0,02-05-2022 19:16:40,342,463,156,256
0,02-05-2022 19:16:40,65,360,235,109
0,02-05-2022 19:16:40,164,148,375,211
0,02-05-2022 19:16:40,102,182,391,441
0,02-05-2022 19:16:40,499,212,147,225
0,02-05-2022 19:16:40,274,47,200,113
0,02-05-2022 19:16:40,47,22,175,64
0,02-05-2022 19:16:40,129,276,430,259
0,02-05-2022 19:16:40,453,341,158,305
0,02-05-2022 19:16:40,110,329,277,495
0,02-05-2022 19:16:40,471,426,419,456
0,02-05-2022 19:16:40,460,353,254,383
0,02-05-2022 19:16:40,460,328,305,106
0,02-05-2022 19:16:40,122,195,38,285
0,02-05-2022 19:16:40,55,219,409,42
0,02-05-2022 19:16:40,338,6,199,31
0,02-05-2022 19:16:40,197,148,257,145
0,02-05-2022 19:16:40,232,141,37,17
0,02-05-2022 19:16:40,348,167,255,43
0,02-05-2022 19:16:40,46,67,227,308
0,02-05-2022 19:16:40,478,308,129,321
0,02-05-2022 19:16:40,188,379,483,183
0,02-05-2022 19:16:40,377,35,198,488
0,02-05-2022 19:16:40,256,99,291,157
0,02-05-2022 19:16:40,166,91,423,305
0,02-05-2022 19:16:40,61,220,324,439
0,02-05-2022 19:16:40,197,45,389,355
0,02-05-2022 19:16:40,398,386,20,296
0,02-05-2022 19:16:40,100,196,110,329
0,02-05-2022 19:16:40,22,214,69,146
0,02-05-2022 19:16:40,218,122,280,396
0,02-05-2022 19:16:40,425,187,416,182
0,02-05-2022 19:16:40,255,14,16,362
0,02-05-2022 19:16:40,54,131,474,380
0,02-05-2022 19:16:40,495,105,441,202
0,02-05-2022 19:16:40,285,468,101,162
0,02-05-2022 19:16:40,155,113,63,162
0,02-05-2022 19:16:40,241,71,268,458
0,02-05-2022 19:16:40,12,479,295,278
0,02-05-2022 19:16:40,398,95,410,94
0,02-05-2022 19:16:40,310,380,224,139
0,02-05-2022 19:16:40,58,456,152,436
0,02-05-2022 19:16:40,441,103,23,316
0,02-05-2022 19:16:40,182,395,467,266
0,02-05-2022 19:16:40,36,342,146,264
0,02-05-2022 19:16:40,382,36,138,1
0,02-05-2022 19:16:40,201,31,471,427
0,02-05-2022 19:16:40,420,194,335,315
0,02-05-2022 19:16:40,168,342,61,371
0,02-05-2022 19:16:40,325,324,366,61
0,02-05-2022 19:16:40,499,343,317,417
0,02-05-2022 19:16:40,383,53,376,405
0,02-05-2022 19:16:40,165,10,482,367
0,02-05-2022 19:16:40,373,325,290,380
0,02-05-2022 19:16:40,149,27,124,126
0,02-05-2022 19:16:40,331,241,363,137
0,02-05-2022 19:16:40,488,233,399,310
0,02-05-2022 19:16:40,58,95,444,138
0,02-05-2022 19:16:40,74,379,249,256
0,02-05-2022 19:16:40,383,331,147,229
0,02-05-2022 19:16:40,416,235,434,68
0,02-05-2022 19:16:40,103,34,120,205
0,02-05-2022 19:16:40,484,171,449,302
0,02-05-2022 19:16:40,364,15,297,473
0,02-05-2022 19:16:40,291,89,314,266
0,02-05-2022 19:16:40,487,480,180,355
0,02-05-2022 19:16:40,360,476,3,61
0,02-05-2022 19:16:40,278,148,203,140
0,02-05-2022 19:16:40,177,324,420,71
0,02-05-2022 19:16:40,243,17,284,279
0,02-05-2022 19:16:40,127,127,215,90
0,02-05-2022 19:16:40,390,458,354,366
